ID,UserID,SubjectID,IsPositive,AgeGroupID,GenderID,RelevantTweetsCount,ImageAnalysisGender,ImageAnalysisGenderConfidence,ImageAnalysisLowAge,ImageAnalysisHighAge,ImageAnalysisAgeConfidence,ImageAnalysisChecked
46,1106501,1,NULL,NULL,NULL,2,FEMALE,0.010987,35,44,0.370694,1
47,1367531,1,NULL,NULL,2,10,FEMALE,0,NULL,NULL,NULL,1
48,1394221,1,NULL,NULL,NULL,1,FEMALE,0,35,44,0.275609,1
49,1401481,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
50,1449701,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
51,1495091,1,NULL,NULL,NULL,1,MALE,0.982014,35,44,0.501932,1
52,1586501,1,NULL,NULL,NULL,1,MALE,0.952574,35,44,0.468237,1
53,1652541,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
54,1662891,1,NULL,NULL,NULL,1,FEMALE,0.5,35,44,0.520438,1
55,1782991,1,NULL,NULL,NULL,1,MALE,0.817574,35,44,0.379334,1
56,1819261,1,NULL,NULL,NULL,3,FEMALE,0,35,44,0.230463,1
57,1912101,1,NULL,NULL,NULL,1,FEMALE,0.010987,18,24,0.606743,1
58,1917731,1,NULL,NULL,2,11,FEMALE,0,NULL,NULL,NULL,1
59,1947301,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
60,1966071,1,NULL,NULL,NULL,2,FEMALE,0,35,44,0.37,1
61,1968931,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
62,1982321,1,NULL,NULL,NULL,2,MALE,0.989013,45,54,0.40698,1
63,1994321,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
64,2030711,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1
65,2054101,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.394433,1
66,2097571,1,NULL,NULL,NULL,3,FEMALE,0,NULL,NULL,NULL,1
67,2198701,1,NULL,NULL,NULL,1,MALE,0.880797,35,44,0.283526,1
68,2213981,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
69,2225051,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
70,2267241,1,NULL,NULL,NULL,1,MALE,0.970688,35,44,0.503633,1
71,2467791,1,NULL,NULL,2,16,FEMALE,0,NULL,NULL,NULL,1
72,2563081,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
73,2729061,1,NULL,NULL,NULL,1,MALE,0.993307,35,44,0.403753,1
74,2742161,1,NULL,NULL,NULL,1,MALE,0.731059,18,24,0.474045,1
75,2754781,1,NULL,NULL,NULL,1,MALE,0.952574,18,24,0.285376,1
76,2768501,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
77,2816371,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.476892,1
78,2836421,1,NULL,NULL,NULL,5,FEMALE,0,NULL,NULL,NULL,1
79,2884771,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
80,2890961,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
81,2953201,1,NULL,NULL,NULL,2,MALE,0.989013,35,44,0.389988,1
82,2996801,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
83,3108351,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
84,3129171,1,NULL,NULL,NULL,1,FEMALE,0.952574,18,24,0.324562,1
85,3137031,1,NULL,NULL,NULL,2,MALE,0.993307,35,44,0.511372,1
86,3370001,1,NULL,NULL,NULL,1,FEMALE,0.982014,65,NULL,0.616702,1
87,3385951,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
88,3395221,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
89,3632161,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.453953,1
90,3669591,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
91,3798271,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
92,3817401,1,NULL,NULL,NULL,1,MALE,0.989013,35,44,0.413309,1
93,3847661,1,NULL,NULL,NULL,2,MALE,0.970688,35,44,0.506266,1
94,3932741,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
95,4042871,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
96,4063511,1,NULL,NULL,NULL,1,MALE,0.017986,45,54,0.401472,1
97,4113191,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
98,4207961,1,NULL,NULL,NULL,1,FEMALE,0,35,44,0.506266,1
99,4235531,1,NULL,NULL,NULL,1,FEMALE,0.99593,25,34,0.341093,1
100,4353701,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.533519,1
101,4388251,1,NULL,NULL,NULL,1,MALE,0.731059,35,44,0.389739,1
102,4450541,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
103,4517951,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
104,4736071,1,NULL,NULL,NULL,1,MALE,0.017986,55,64,0.447907,1
105,4970411,1,NULL,NULL,NULL,4,FEMALE,0,NULL,NULL,NULL,1
106,5020091,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.378557,1
107,5051171,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
108,5157031,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
109,5360012,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
110,5392522,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
111,5402612,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
112,5407392,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
113,5417182,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
114,5478432,1,NULL,NULL,NULL,1,MALE,0.982014,35,44,0.506266,1
115,5487832,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
116,5509762,1,NULL,NULL,NULL,2,FEMALE,0.99593,35,44,0.506266,1
117,5510112,1,NULL,NULL,NULL,1,MALE,0.99593,55,64,0.380538,1
118,5532052,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
119,5667002,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
120,5692542,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
121,5695632,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
122,5725652,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
123,5751952,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
124,5757222,1,NULL,NULL,NULL,1,MALE,0.99593,55,64,0.447907,1
125,5761262,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
126,5774462,1,NULL,NULL,NULL,2,MALE,0.952574,18,24,0.235237,1
127,5777632,1,NULL,NULL,NULL,1,FEMALE,0.989013,45,54,0.395588,1
128,5849252,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
129,5880102,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
130,5901882,1,NULL,NULL,NULL,1,FEMALE,0,65,NULL,0.401454,1
131,5907272,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
132,5928762,1,NULL,NULL,NULL,1,FEMALE,0.731059,65,NULL,0.670626,1
133,5937672,1,NULL,NULL,NULL,1,FEMALE,0,65,NULL,0.621146,1
134,5943812,1,NULL,NULL,NULL,1,FEMALE,0.880797,35,44,0.295345,1
135,5950272,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
136,5971922,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
137,5982652,1,NULL,NULL,NULL,1,FEMALE,0.989013,NULL,17,0.550296,1
138,5988062,1,NULL,NULL,NULL,4,FEMALE,0,NULL,NULL,NULL,1
139,5992662,1,NULL,NULL,NULL,1,MALE,0.010987,18,24,0.452961,1
140,6016962,1,NULL,NULL,NULL,1,MALE,0.182426,18,24,0.394433,1
141,6065942,1,NULL,NULL,NULL,1,MALE,0.99593,55,64,0.447907,1
142,6077152,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
143,6077902,1,NULL,NULL,NULL,2,MALE,0.010987,18,24,0.465152,1
144,6097862,1,NULL,NULL,NULL,1,FEMALE,0.731059,NULL,17,0.883965,1
145,6108862,1,NULL,NULL,NULL,2,MALE,0.993307,35,44,0.403753,1
146,6111852,1,NULL,NULL,NULL,1,FEMALE,0.993307,55,64,0.686828,1
147,6120522,1,NULL,NULL,NULL,2,MALE,0.993307,35,44,0.512456,1
148,6209052,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.394433,1
149,6246582,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
150,6258092,1,NULL,NULL,NULL,1,MALE,0.970688,18,24,0.502411,1
151,6262152,1,NULL,NULL,NULL,2,FEMALE,0.982014,55,64,0.488043,1
152,6272332,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
153,6369922,1,NULL,NULL,NULL,2,MALE,0.993307,55,64,0.447907,1
154,6428052,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
155,6433472,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
156,6460032,1,NULL,NULL,NULL,1,MALE,0.982014,55,64,0.440677,1
157,6480302,1,NULL,NULL,NULL,1,MALE,0.993307,45,54,0.393098,1
158,6529402,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
159,6619162,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
160,6627232,1,NULL,NULL,NULL,1,MALE,0.982014,35,44,0.403753,1
161,6722592,1,NULL,NULL,NULL,1,MALE,0.993307,18,24,0.557556,1
162,6724252,1,NULL,NULL,NULL,3,MALE,0.880797,18,24,0.504258,1
163,6757842,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
164,6799852,1,NULL,NULL,NULL,1,MALE,0.924142,35,44,0.403753,1
165,6997402,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
166,6997822,1,NULL,NULL,NULL,1,FEMALE,0.997527,35,44,0.473125,1
167,7177892,1,NULL,NULL,NULL,1,MALE,0.993307,35,44,0.403753,1
168,7188022,1,NULL,NULL,NULL,1,FEMALE,0.993307,35,44,0.506266,1
169,7206162,1,NULL,NULL,NULL,1,MALE,0.993307,18,24,0.3975,1
170,7208932,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
171,7215452,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
172,7227042,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1
173,7235452,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
174,7237532,1,NULL,NULL,NULL,3,MALE,0.993307,18,24,0.379062,1
175,7256992,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
176,7263572,1,NULL,NULL,NULL,1,MALE,0.075858,35,44,0.403753,1
177,7270292,1,NULL,NULL,NULL,1,MALE,0.997527,65,NULL,0.670626,1
178,7309052,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
179,7330392,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.542891,1
180,7359382,1,NULL,NULL,NULL,1,MALE,0.993307,18,24,0.451467,1
181,7362602,1,NULL,NULL,NULL,2,MALE,0.993307,35,44,0.395917,1
182,7420282,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
183,7477282,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
184,7497032,1,NULL,NULL,NULL,1,MALE,0.989013,55,64,0.447907,1
185,7509582,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.394433,1
186,7573442,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
187,7587032,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
188,7591572,1,NULL,NULL,NULL,1,MALE,0.982014,35,44,0.403753,1
189,7633872,1,NULL,NULL,NULL,1,FEMALE,0.970688,18,24,0.666753,1
190,7656182,1,NULL,NULL,NULL,1,MALE,0.075858,65,NULL,0.439655,1
191,7702112,1,NULL,NULL,NULL,1,FEMALE,0.989013,NULL,17,0.534084,1
192,7722522,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
193,7829802,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
194,7829912,1,NULL,NULL,NULL,2,FEMALE,0,55,64,0.403358,1
195,7898692,1,NULL,NULL,NULL,1,MALE,0.731059,35,44,0.497513,1
196,7900962,1,NULL,NULL,NULL,2,MALE,0.993307,35,44,0.44931,1
197,7962452,1,NULL,NULL,NULL,1,MALE,0.047426,45,54,0.313204,1
198,7998482,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
199,8014632,1,NULL,NULL,NULL,1,FEMALE,0,65,NULL,0.377168,1
200,8094992,1,NULL,NULL,NULL,1,MALE,0.989013,35,44,0.501315,1
201,8105922,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
202,8192222,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
203,8260322,1,NULL,NULL,NULL,1,MALE,0.989013,45,54,0.391911,1
204,8315692,1,NULL,NULL,NULL,1,MALE,0.5,35,44,0.361526,1
205,8376452,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
206,8378902,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
207,8394312,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
208,8444802,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
209,8522892,1,NULL,NULL,NULL,1,MALE,0.99593,35,44,0.403753,1
210,8524102,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.394433,1
211,8559392,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
212,8714462,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
213,8839632,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
214,8859802,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
215,8862532,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
216,8886422,1,NULL,NULL,NULL,1,FEMALE,0.989013,NULL,17,0.433554,1
217,8894812,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.502411,1
218,8904192,1,NULL,NULL,NULL,1,FEMALE,0.010987,18,24,0.394433,1
219,8953122,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
220,8973062,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
221,9006272,1,NULL,NULL,NULL,1,FEMALE,0.017986,18,24,0.500934,1
222,9108952,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
223,9126752,1,NULL,NULL,NULL,3,MALE,0.010987,35,44,0.403753,1
224,9201992,1,NULL,NULL,NULL,1,MALE,0.993307,35,44,0.403753,1
225,9263202,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
226,9263412,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
227,9264162,1,NULL,NULL,NULL,1,MALE,0.99593,25,34,0.383732,1
228,9300262,1,NULL,NULL,2,9,FEMALE,0,NULL,NULL,NULL,1
229,9336402,1,NULL,NULL,NULL,1,FEMALE,0,35,44,0.34095,1
230,9376172,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
231,9416412,1,NULL,NULL,NULL,2,MALE,0.952574,35,44,0.403753,1
232,9473532,1,NULL,NULL,NULL,1,FEMALE,0,45,54,0.347897,1
233,9476492,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.404249,1
234,9491292,1,NULL,NULL,NULL,1,FEMALE,0.924142,35,44,0.403753,1
235,9508922,1,NULL,NULL,NULL,1,MALE,0.982014,35,44,0.403753,1
236,9542972,1,NULL,NULL,NULL,3,FEMALE,0,NULL,NULL,NULL,1
237,9567972,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
238,9651842,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
239,9695312,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
240,9700022,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
241,9724622,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
242,9737502,1,NULL,NULL,NULL,1,MALE,0.029312,55,64,0.437667,1
243,9755452,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.485848,1
244,9763482,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
245,9802132,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
246,9803552,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
247,9917512,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
248,9953462,1,NULL,NULL,NULL,1,MALE,0.993307,65,NULL,0.508037,1
249,9979162,1,NULL,NULL,NULL,1,MALE,0.989013,35,44,0.334243,1
250,10044212,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
251,10118982,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
252,10132172,1,NULL,NULL,NULL,1,MALE,0.999877,18,24,0.397899,1
253,10138662,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.400513,1
254,10190682,1,NULL,NULL,NULL,1,MALE,0.982014,35,44,0.410265,1
255,10259202,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.560644,1
256,10264952,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
257,10285442,1,NULL,NULL,NULL,1,MALE,0.982014,55,64,0.417612,1
258,10350652,1,NULL,NULL,NULL,1,MALE,0.99593,65,NULL,0.670626,1
259,10366892,1,NULL,NULL,NULL,1,FEMALE,0.952574,55,64,0.30062,1
260,10409622,1,NULL,NULL,NULL,1,MALE,0.880797,35,44,0.403753,1
261,10443222,1,NULL,NULL,NULL,1,MALE,0.880797,45,54,0.374037,1
262,10618512,1,NULL,NULL,NULL,1,FEMALE,0.989013,35,44,0.462003,1
263,10673732,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
264,10673812,1,NULL,NULL,NULL,1,MALE,0.029312,NULL,17,0.817454,1
265,10962822,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
266,10972772,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
267,11134252,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
268,11376522,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
269,11378462,1,NULL,NULL,NULL,1,MALE,0.989013,35,44,0.48936,1
270,11392102,1,NULL,NULL,NULL,1,MALE,0.99593,35,44,0.382302,1
271,11435642,1,NULL,NULL,NULL,1,MALE,0.982014,18,24,0.504286,1
272,11515562,1,NULL,NULL,NULL,1,MALE,0.029312,18,24,0.492205,1
273,11601942,1,NULL,NULL,NULL,1,MALE,0.982014,18,24,0.502411,1
274,11611052,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
275,11618712,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
276,11650472,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
277,11676712,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
278,11715042,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
279,11724882,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
280,11744152,1,NULL,NULL,NULL,2,FEMALE,0,18,24,0.273711,1
281,11771512,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
282,11824612,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.394433,1
283,11866582,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
284,11896482,1,NULL,NULL,NULL,1,FEMALE,0.982014,NULL,17,0.503044,1
285,11984902,1,NULL,NULL,NULL,1,FEMALE,0.047426,18,24,0.502411,1
286,12002352,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.330533,1
287,12035532,1,NULL,NULL,NULL,1,FEMALE,0,35,44,0.403753,1
288,12069412,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.394433,1
289,12076002,1,NULL,NULL,NULL,1,FEMALE,0.047426,45,54,0.406246,1
290,12144232,1,NULL,NULL,NULL,1,MALE,0.997527,35,44,0.403753,1
291,12244082,1,NULL,NULL,NULL,1,MALE,0.993307,55,64,0.533293,1
292,12273982,1,NULL,NULL,NULL,1,MALE,0.993307,65,NULL,0.52301,1
293,12300362,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.394433,1
294,12311132,1,NULL,NULL,NULL,1,MALE,0.817574,18,24,0.470046,1
295,12364502,1,NULL,NULL,NULL,1,FEMALE,0,35,44,0.403753,1
296,12394522,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.391077,1
297,12399782,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.295887,1
298,12412802,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
299,12455302,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
300,12513102,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
301,12521552,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
302,12568062,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
303,12599412,1,NULL,NULL,NULL,1,MALE,0.998499,55,64,0.447907,1
304,12707692,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
305,12731552,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
306,12811952,1,NULL,NULL,NULL,4,FEMALE,0,NULL,NULL,NULL,1
307,12877422,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1
308,12997632,1,NULL,NULL,NULL,1,MALE,0.970688,18,24,0.502411,1
309,13049362,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
310,13070392,1,NULL,NULL,NULL,1,MALE,0.993307,35,44,0.506266,1
311,13114992,1,NULL,NULL,NULL,1,MALE,0.989013,45,54,0.362113,1
312,13115682,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
313,13168412,1,NULL,NULL,NULL,1,FEMALE,0.993307,35,44,0.512702,1
314,13169552,1,NULL,NULL,NULL,1,FEMALE,0,55,64,0.429291,1
315,13189422,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1
316,13213122,1,NULL,NULL,NULL,2,FEMALE,0,NULL,NULL,NULL,1
317,13265132,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
318,13325132,1,NULL,NULL,NULL,1,FEMALE,0,18,24,0.394433,1
319,13373192,1,NULL,NULL,NULL,1,MALE,0.5,55,64,0.381972,1
320,13404602,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
321,13471292,1,NULL,NULL,NULL,1,MALE,0.982014,55,64,0.447907,1
322,13493302,1,NULL,NULL,NULL,4,FEMALE,0,NULL,NULL,NULL,1
323,13524182,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
324,13557812,1,NULL,NULL,NULL,1,FEMALE,0,NULL,NULL,NULL,1
